Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%
1832,1093144832,D. Gillespie,Davis Gillespie,Gillespie,Davis,LF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,2,34,8,7,.000,.125,.000,.125,.000,62.5%,12.5%,5.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,2,17,9,8,.000,.111,.000,.111,.000,44.4%,0.0%,-,0.0%,0.00,-,.000,100.0%,.081,-
1832,1085299200,T. Thomas,Tanner Thomas,Thomas,Tanner,1B,Xavier University,XAV,5464,Xavier,BBC,R,R,3,40,12,9,.000,.000,.000,.000,.000,16.7%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1130373888,J. Craig,Joey Craig,Craig,Joey,RF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,2,41,8,4,.000,.500,.000,.500,.000,25.0%,50.0%,0.50,0.0%,0.50,-,.000,100.0%,.349,-
1832,1162594304,D. Anderson,Drake Anderson,Anderson,Drake,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,1,18,4,3,.000,.250,.000,.250,.000,25.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.182,-
1832,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,2,31,8,5,.000,.286,.000,.286,.000,0.0%,25.0%,0.00,0.0%,1.00,-,.000,100.0%,.199,100.0%
1832,1099808000,B. Molinaro,Bryce Molinaro,Molinaro,Bryce,3B,Penn State University,PSU,5326,Penn State,BBC,R,R,1,14,4,3,.000,.250,.000,.250,.000,25.0%,25.0%,1.00,0.0%,0.00,-,.000,100.0%,.174,-
1832,1207825152,C. Jennings,Collin Jennings,Jennings,Collin,RF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,2,42,10,9,.000,.100,.000,.100,.000,60.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.073,-
1832,1310834176,M. Mitchell,Mack Mitchell,Mitchell,Mack,2B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,3,57,11,9,.000,.182,.000,.182,.000,54.5%,18.2%,3.00,0.0%,0.00,-,.000,100.0%,.127,100.0%
1832,1126687488,G. Caston,Gavin Caston,Caston,Gavin,RF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,2,36,8,7,.000,.125,.000,.125,.000,25.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.091,-
1832,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,2,31,8,7,.000,.125,.000,.125,.000,25.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.091,-
1832,1269473536,G. Cameron,Griffin Cameron,Cameron,Griffin,CF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,L,1,17,4,3,.000,.250,.000,.250,.000,50.0%,0.0%,-,0.0%,1.00,-,.000,100.0%,.182,-
1832,1181529088,R. Galloway,Rashawn Galloway,Galloway,Rashawn,C,Texas State University,TXST,5420,Texas State,BBC,R,R,2,29,10,8,.000,.200,.000,.200,.000,10.0%,20.0%,0.50,0.0%,1.00,-,.000,100.0%,.139,-
1832,1096810240,Z. Zyons,Zac Zyons,Zyons,Zac,SS,Bryant University,BRY,730266880,Bryant,BBC,L,R,3,55,14,9,.000,.357,.000,.357,.000,28.6%,28.6%,1.00,0.0%,0.67,-,.000,100.0%,.251,-
1832,1318575104,S. Pisacreta,Sebastian Pisacreta,Pisacreta,Sebastian,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,2,39,10,6,.000,.400,.000,.400,.000,30.0%,40.0%,0.75,0.0%,0.50,-,.000,100.0%,.279,-
1832,1341664768,C. Becker,Colten Becker,Becker,Colten,LF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,2,40,11,6,.000,.400,.000,.400,.000,45.5%,18.2%,2.50,0.0%,1.00,-,.000,100.0%,.285,-
1832,1153321472,D. Culbertson,Drew Culbertson,Culbertson,Drew,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,2,38,8,8,.000,.000,.000,.000,.000,75.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1310584064,M. Serna,Mateo Serna,Serna,Mateo,C,University of Missouri,MIZZ,4806,Missouri,BBC,S,R,2,30,9,4,.000,.556,.000,.556,.000,22.2%,11.1%,2.00,0.0%,0.50,-,.000,100.0%,.401,-
1832,1291311872,I. Cadena,Isaac Cadena,Cadena,Isaac,1B,University of Southern California,USC,5047,USC,BBC,L,R,2,34,8,7,.000,.125,.000,.125,.000,37.5%,12.5%,3.00,0.0%,0.50,-,.000,100.0%,.087,-
1832,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,2,42,9,5,.000,.444,.000,.444,.000,11.1%,44.4%,0.25,0.0%,1.00,-,.000,100.0%,.310,-
1832,1145600512,D. Villescas,Diego Villescas,Villescas,Diego,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,2,40,8,7,.000,.125,.000,.125,.000,25.0%,12.5%,2.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1077998080,C. Campbell,Cole Campbell,Campbell,Cole,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,3,57,13,10,.000,.231,.000,.231,.000,23.1%,0.0%,-,0.0%,0.00,-,.000,100.0%,.168,-
1832,1172371712,T. Kaufman,Tyson Kaufman,Kaufman,Tyson,IF,Canisius College,CAN,730218752,Canisius,BBC,R,R,3,53,13,10,.000,.231,.000,.231,.000,23.1%,0.0%,-,0.0%,0.33,-,.000,100.0%,.168,100.0%
1832,1239374080,Z. Kent,Zack Kent,Kent,Zack,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,2,36,7,6,.000,.143,.000,.143,.000,42.9%,14.3%,3.00,0.0%,0.00,-,.000,100.0%,.100,-
1832,1257458688,C. Tinney,Carson Tinney,Tinney,Carson,C,University of Texas,TEX,245,Texas,BBC,R,R,2,42,8,3,.000,.625,.000,.625,.000,25.0%,62.5%,0.40,0.0%,0.50,-,.000,100.0%,.436,100.0%
1832,1123950336,C. Gasser,Camden Gasser,Gasser,Camden,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,2,56,10,4,.000,.600,.000,.600,.000,20.0%,60.0%,0.33,0.0%,1.50,-,.000,100.0%,.418,100.0%
1832,1084440321,W. Tyrrell,William Tyrrell,Tyrrell,William,OF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,3,37,10,10,.000,.000,.000,.000,.000,50.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1079777280,D. Schaefer,Dylan Schaefer,Schaefer,Dylan,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,3,29,10,8,.000,.200,.000,.200,.000,40.0%,10.0%,4.00,0.0%,0.00,-,.000,100.0%,.143,100.0%
1832,1182843904,D. Johnson,Davis Johnson,Johnson,Davis,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,2,25,7,4,.000,.286,.000,.286,.000,14.3%,14.3%,1.00,0.0%,0.50,-,.000,100.0%,.204,-
1832,1143062272,C. Clark,Carson Clark,Clark,Carson,2B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,2,23,8,5,.000,.375,.000,.375,.000,12.5%,25.0%,0.50,0.0%,1.00,-,.000,100.0%,.265,-
1832,1330699776,J. Layman,James Layman,Layman,James,3B,Wofford College,WOF,730176512,Wofford,BBC,L,R,3,50,10,5,.000,.400,.000,.400,.000,30.0%,30.0%,1.00,0.0%,0.33,-,.000,100.0%,.282,75.0%
1832,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,2,39,11,5,.000,.545,.000,.545,.000,9.1%,27.3%,0.33,0.0%,1.00,-,.000,75.0%,.389,-
1832,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,3,38,12,8,.000,.273,.000,.273,.000,33.3%,8.3%,4.00,0.0%,0.67,-,.000,100.0%,.196,0.0%
1832,1100786688,C. Whitton,Cooper Whitton,Whitton,Cooper,RF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,2,46,9,4,.000,.556,.000,.556,.000,44.4%,44.4%,1.00,0.0%,0.50,-,-,100.0%,.391,100.0%
1832,1162059776,C. Cooke,Cougar Cooke,Cooke,Cougar,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,2,27,8,7,.000,.125,.000,.125,.000,37.5%,0.0%,-,0.0%,0.00,-,.000,100.0%,.091,-
1832,1238048000,N. Garcia,Nico Garcia,Garcia,Nico,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,2,36,7,4,.000,.429,.000,.429,.000,28.6%,28.6%,1.00,0.0%,1.50,-,.000,100.0%,.303,100.0%
1832,1337263872,C. Warehime,Cole Warehime,Warehime,Cole,RF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,2,34,9,8,.000,.111,.000,.111,.000,44.4%,11.1%,4.00,0.0%,0.00,-,.000,100.0%,.077,-
1832,1251442944,G. Baldwin,Gavin Baldwin,Baldwin,Gavin,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,2,39,9,5,.000,.444,.000,.444,.000,11.1%,11.1%,1.00,0.0%,0.50,-,.000,100.0%,.320,-
1832,1135883264,S. Gell,Scott Gell,Gell,Scott,C,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,2,33,8,7,.000,.125,.000,.125,.000,0.0%,0.0%,-,0.0%,0.50,-,.000,85.7%,.091,-
1832,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,2,19,8,2,.000,.714,.000,.714,.000,12.5%,37.5%,0.33,0.0%,0.50,-,.000,100.0%,.507,100.0%
1832,1105531392,B. Shinkle,Bo Shinkle,Shinkle,Bo,LF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,2,18,9,8,.000,.111,.000,.111,.000,33.3%,11.1%,3.00,0.0%,0.00,-,.000,100.0%,.077,-
1832,1213082624,C. Bower,Colton Bower,Bower,Colton,C,University of Washington,WASH,3110,Washington,BBC,R,R,2,35,8,7,.000,.125,.000,.125,.000,50.0%,12.5%,4.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1297534976,R. Hunter,Ryan Hunter,Hunter,Ryan,CF,Southern University,SOU,4767,Southern,BBC,L,L,2,20,7,6,.000,.143,.000,.143,.000,71.4%,14.3%,5.00,0.0%,0.00,-,.000,100.0%,.100,-
1832,1089571840,J. Doyle,Jacob Doyle,Doyle,Jacob,RF,University of Nevada,NEV,4784,Nevada,BBC,R,R,2,32,8,7,.000,.125,.000,.125,.000,62.5%,12.5%,5.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1310742272,B. Kuriger,Brayden Kuriger,Kuriger,Brayden,CF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,3,31,11,10,.000,.091,.000,.091,.000,27.3%,0.0%,-,0.0%,0.00,-,.000,100.0%,.066,100.0%
1832,1196782080,C. Mercado,Cohl Mercado,Mercado,Cohl,RF,Penn State University,PSU,5326,Penn State,BBC,L,L,1,20,4,3,.000,.250,.000,.250,.000,25.0%,25.0%,1.00,0.0%,0.00,-,.000,100.0%,.174,-
1832,1266157312,L. Tobin,Lane Tobin,Tobin,Lane,SS,The Citadel,CIT,730366720,The Citadel,BBC,R,R,2,27,7,4,.000,.429,.000,.429,.000,28.6%,0.0%,-,0.0%,0.50,-,.000,100.0%,.312,0.0%
1832,1210120448,L. Szepek,Luke Szepek,Szepek,Luke,C,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,2,39,9,7,.000,.222,.000,.222,.000,44.4%,22.2%,2.00,0.0%,1.00,-,.000,100.0%,.155,-
1832,1142998016,Z. Wadas,Zach Wadas,Wadas,Zach,UTL,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,L,2,27,9,6,.000,.222,.000,.222,.000,22.2%,11.1%,2.00,0.0%,1.00,-,.000,100.0%,.158,-
1832,1745682930,O. Silliman,Owen Silliman,Silliman,Owen,CF,Canisius College,CAN,730218752,Canisius,BBC,R,R,3,44,11,9,.000,.182,.000,.182,.000,36.4%,18.2%,2.00,0.0%,0.00,-,.000,100.0%,.127,0.0%
1832,1143122944,N. Romano,Nicholas Romano,Romano,Nicholas,3B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,R,2,32,8,3,.000,.625,.000,.625,.000,12.5%,50.0%,0.25,0.0%,0.00,-,.000,100.0%,.440,-
1832,1162407168,B. Powell,Brady Powell,Powell,Brady,LF,Radford University,RAD,730267392,Radford,BBC,R,R,3,65,14,9,.000,.308,.000,.308,.000,7.1%,21.4%,0.33,0.0%,0.33,-,.000,100.0%,.217,100.0%
1832,1014899125,S. Ordonez,Santiago Ordonez,Ordonez,Santiago,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,2,24,7,5,.000,.286,.000,.286,.000,0.0%,14.3%,0.00,0.0%,0.50,-,.000,100.0%,.204,-
1832,1307929088,H. Miller,Hayden Miller,Miller,Hayden,3B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,2,16,9,6,.000,.333,.000,.333,.000,22.2%,11.1%,2.00,0.0%,0.50,-,.000,100.0%,.239,100.0%
1832,1297014272,T. Acker,Ty Acker,Acker,Ty,3B,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,R,2,31,9,8,.000,.111,.000,.111,.000,55.6%,0.0%,-,0.0%,0.00,-,.000,100.0%,.081,-
1832,1342174550,Z. Stephenson,Zach Stephenson,Stephenson,Zach,OF,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,3,51,13,12,.000,.077,.000,.077,.000,46.2%,7.7%,6.00,0.0%,0.00,-,.000,100.0%,.054,-
1832,1545077087,A. Rivera,Anibal Rivera,Rivera,Anibal,SS,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,3,44,11,8,.000,.273,.000,.273,.000,36.4%,27.3%,1.33,0.0%,0.00,-,.000,100.0%,.190,100.0%
1832,1342167225,C. Longmeier,Charlie Longmeier,Longmeier,Charlie,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,3,53,13,13,.000,.000,.000,.000,.000,15.4%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1342167002,N. Mascaro,Nick Mascaro,Mascaro,Nick,CF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,2,39,9,8,.000,.111,.000,.111,.000,66.7%,11.1%,6.00,0.0%,0.00,-,.000,50.0%,.077,-
1832,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,3,45,11,8,.000,.273,.000,.273,.000,9.1%,27.3%,0.33,0.0%,0.33,-,.000,100.0%,.190,-
1832,1887725148,N. Colby,Nolan Colby,Colby,Nolan,2B,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,3,44,11,10,.000,.000,.000,.000,.000,45.5%,0.0%,-,0.0%,0.33,-,.000,60.0%,.000,-
1832,1265649074,Z. Knowlton,Zach Knowlton,Knowlton,Zach,CF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,2,11,8,7,.000,.000,.000,.000,.000,12.5%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,100.0%
1832,1934740630,J. Martinez,Jeremy Martinez,Martinez,Jeremy,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,2,26,7,3,.000,.571,.000,.571,.000,0.0%,57.1%,0.00,0.0%,0.50,-,.000,100.0%,.398,-
1832,1670795408,B. Thomas,Brady Thomas,Thomas,Brady,1B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,2,33,9,7,.000,.222,.000,.222,.000,11.1%,22.2%,0.50,0.0%,0.50,-,.000,100.0%,.155,-
1832,1166430850,G. Ashe,Grayson Ashe,Ashe,Grayson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,2,25,9,8,.000,.111,.000,.111,.000,11.1%,11.1%,1.00,0.0%,0.00,-,.000,100.0%,.077,-
1832,1175359838,P. Cabral,Pierre Cabral,Cabral,Pierre,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,2,33,9,7,.000,.222,.000,.222,.000,22.2%,0.0%,-,0.0%,0.50,-,.000,80.0%,.162,-
1832,1342168578,N. Tomasetto,Nick Tomasetto,Tomasetto,Nick,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,2,23,9,9,.000,.000,.000,.000,.000,33.3%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1821462699,J. Lausch,Jack Lausch,Lausch,Jack,CF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,2,35,9,7,.000,.222,.000,.222,.000,44.4%,22.2%,2.00,0.0%,0.00,-,.000,100.0%,.155,-
1832,1760046775,D. Ghiorso,DJ Ghiorso,Ghiorso,DJ,2B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,2,37,9,7,.000,.222,.000,.222,.000,22.2%,11.1%,2.00,0.0%,0.50,-,.000,100.0%,.158,-
1832,1971003791,J. Stevenson,Jared Stevenson,Stevenson,Jared,RF,Seattle University,SEA,4504,Seattle,BBC,R,R,2,41,8,5,.000,.375,.000,.375,.000,37.5%,37.5%,1.00,0.0%,0.50,-,.000,100.0%,.261,100.0%
1832,1645639936,W. Helms,Wesley Helms,Helms,Wesley,1B,UAB,UAB,730345984,UAB,BBC,R,R,3,37,10,8,.000,.200,.000,.200,.000,0.0%,20.0%,0.00,0.0%,0.33,-,.000,87.5%,.139,-
1832,1651353357,B. Curlis,Brayden Curlis,Curlis,Brayden,3B,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,3,48,11,8,.000,.273,.000,.273,.000,36.4%,18.2%,2.00,0.0%,0.67,-,.000,100.0%,.193,-
1832,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,2,36,8,8,.000,.000,.000,.000,.000,37.5%,0.0%,-,0.0%,0.00,-,.000,80.0%,.000,-
1832,1930587984,C. Cunningham,Conner Cunningham,Cunningham,Conner,SS,Murray State University,MURR,730188032,Murray State,BBC,L,R,1,10,6,6,.000,.000,.000,.000,.000,33.3%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1342170440,T. Meluskey,Tommy Meluskey,Meluskey,Tommy,CF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,L,2,32,7,7,.000,.000,.000,.000,.000,42.9%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1774937559,T. Head,Ty Head,Head,Ty,CF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,2,40,10,7,.000,.222,.000,.222,.000,0.0%,20.0%,0.00,0.0%,0.50,-,.000,85.7%,.155,-
1832,1812109933,J. Craig,JT Craig,Craig,JT,RF,Army West Point,ARMY,4744,Army,BBC,R,R,3,42,11,11,.000,.000,.000,.000,.000,54.5%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1216708689,K. Campbell,Keaton Campbell,Campbell,Keaton,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,2,26,8,7,.000,.125,.000,.125,.000,25.0%,12.5%,2.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1797847891,J. Porter,Jack Porter,Porter,Jack,1B,Penn State University,PSU,5326,Penn State,BBC,R,R,1,14,4,4,.000,.000,.000,.000,.000,0.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,2,38,9,6,.000,.333,.000,.333,.000,22.2%,11.1%,2.00,0.0%,1.50,-,.000,100.0%,.239,100.0%
1832,1321815263,H. Bocachica Jr.,Hiram Bocachica Jr.,Bocachica Jr.,Hiram,SS,Rice University,RICE,2352,Rice,BBC,R,R,2,27,8,7,.000,.125,.000,.125,.000,0.0%,12.5%,0.00,0.0%,0.00,-,.000,100.0%,.087,-
1832,1391146306,N. Franco,Noah Franco,Franco,Noah,TWP,Texas Christian University,TCU,5045,TCU,BBC,L,L,2,33,8,8,.000,.000,.000,.000,.000,75.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1958912761,L. Devine,Luke Devine,Devine,Luke,CF,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,3,53,14,8,.000,.214,.000,.214,.000,28.6%,14.3%,2.00,0.0%,0.00,-,.000,100.0%,.152,-
1832,1277292928,A. Dill,Aiden Dill,Dill,Aiden,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,2,29,9,5,.000,.444,.000,.444,.000,0.0%,33.3%,0.00,0.0%,1.50,-,.000,100.0%,.313,100.0%
1832,1387425416,S. Grunberg,Sam Grunberg,Grunberg,Sam,1B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,2,23,9,6,.000,.333,.000,.333,.000,44.4%,22.2%,2.00,0.0%,0.50,-,.000,100.0%,.236,-
1832,1342169199,R. Rispoli,Robert Rispoli,Rispoli,Robert,SS,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,2,21,9,8,.000,.111,.000,.111,.000,44.4%,11.1%,4.00,0.0%,0.00,-,.000,100.0%,.077,-
1832,1029265660,E. Farina,Ethan Farina,Farina,Ethan,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,2,24,7,7,.000,.000,.000,.000,.000,28.6%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1488606660,J. Ballin,Jordan Ballin,Ballin,Jordan,2B,UTSA,UTSA,730373120,UTSA,BBC,L,R,2,22,7,6,.000,.143,.000,.143,.000,0.0%,14.3%,0.00,0.0%,1.00,-,.000,100.0%,.100,100.0%
1832,1640962282,T. Rucker,Trent Rucker,Rucker,Trent,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,1,11,4,3,.000,.000,.000,.000,.000,25.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1325859990,D. Osoria,Dariel Osoria,Osoria,Dariel,2B,University of Kansas,KU,730360064,Kansas,BBC,R,R,2,31,9,8,.000,.000,.000,.000,.000,33.3%,0.0%,-,0.0%,0.00,-,.000,83.3%,.000,-
1832,1382478906,G. Petrucelli,Gabe Petrucelli,Petrucelli,Gabe,2B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,2,34,8,4,.000,.500,.000,.500,.000,0.0%,37.5%,0.00,0.0%,0.00,-,.000,100.0%,.352,0.0%
1832,1342169213,L. Smith,Lucas Smith,Smith,Lucas,RF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,1,15,4,3,.000,.250,.000,.250,.000,50.0%,25.0%,2.00,0.0%,0.00,-,.000,100.0%,.174,-
1832,1004169216,N. Vargas,Nate Vargas,Vargas,Nate,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,2,33,7,6,.000,.143,.000,.143,.000,42.9%,14.3%,3.00,0.0%,0.00,-,.000,100.0%,.100,-
1832,1339514255,K. Hvidsten,Kyle Hvidsten,Hvidsten,Kyle,C,Liberty University,LIB,730156288,Liberty,BBC,R,R,2,29,8,5,.000,.375,.000,.375,.000,12.5%,37.5%,0.33,0.0%,0.50,-,.000,100.0%,.261,-
1832,1912014554,P. Riebock,Pearson Riebock,Riebock,Pearson,3B,Baylor University,BAY,3033,Baylor,BBC,L,R,2,45,9,5,.000,.444,.000,.444,.000,11.1%,44.4%,0.25,0.0%,1.50,-,.000,100.0%,.310,-
1832,1025585446,C. Johnstone,Carter Johnstone,Johnstone,Carter,3B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,2,36,10,9,.000,.100,.000,.100,.000,20.0%,10.0%,2.00,0.0%,0.00,-,.000,100.0%,.070,-
1832,1945079118,C. Ross,Conner Ross,Ross,Conner,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,3,61,15,10,.000,.333,.000,.333,.000,20.0%,26.7%,0.75,0.0%,1.00,-,.000,100.0%,.234,-
1832,1856613299,N. Gagnon,Nathan Gagnon,Gagnon,Nathan,LF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,2,52,12,7,.000,.364,.000,.364,.000,50.0%,0.0%,-,0.0%,1.00,-,.000,100.0%,.265,100.0%
1832,1735168977,Z. Henry,Zeb Henry,Henry,Zeb,2B,Wichita State University,WICH,730203904,Wichita State,BBC,S,R,2,37,7,2,.000,.714,.000,.714,.000,14.3%,57.1%,0.25,0.0%,2.00,-,.000,100.0%,.502,100.0%
1832,1916665703,N. Sandee,Nolan Sandee,Sandee,Nolan,SS,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,2,24,8,4,.000,.375,.000,.375,.000,12.5%,25.0%,0.50,0.0%,0.50,-,.000,100.0%,.265,-
1832,1967591367,M. Riske,Maddox Riske,Riske,Maddox,3B,University of Southern California,USC,5047,USC,BBC,R,R,2,30,7,7,.000,.000,.000,.000,.000,14.3%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1787329008,B. Gostisha,Braden Gostisha,Gostisha,Braden,RF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,2,46,8,4,.000,.500,.000,.500,.000,37.5%,50.0%,0.75,0.0%,1.00,-,.000,100.0%,.349,-
1832,1038434680,X. McAfee,Xander McAfee,McAfee,Xander,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,2,37,11,10,.000,.000,.000,.000,.000,63.6%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1638013142,C. Boever,Cael Boever,Boever,Cael,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,1,16,4,4,.000,.000,.000,.000,.000,50.0%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
1832,1245862783,D. Nunez,Devin Nunez,Nunez,Devin,2B,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,2,19,7,5,.000,.143,.000,.143,.000,28.6%,0.0%,-,0.0%,0.00,-,.000,100.0%,.104,-
1832,1794302749,A. Belisario,Anthony Belisario,Belisario,Anthony,RF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,2,21,7,3,.000,.571,.000,.571,.000,14.3%,57.1%,0.25,0.0%,0.50,-,.000,100.0%,.398,50.0%
1832,1034756280,D. Franke,Dayton Franke,Franke,Dayton,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,L,2,25,7,5,.000,.286,.000,.286,.000,28.6%,14.3%,2.00,0.0%,0.50,-,.000,100.0%,.204,-
1832,1494408031,C. Shouse,Connor Shouse,Shouse,Connor,1B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,2,31,8,8,.000,.000,.000,.000,.000,37.5%,0.0%,-,0.0%,0.00,-,.000,100.0%,.000,-
