# Document parsed from: Copy_of_Rate_7_2.numbers

## Page 1

|playerFullName|player|playerFirstName|pos|newestTeamName|newestTeamLocation|batsHand|throwsHand|Age|AB|BA|OBP|SLG|OPS|ISO|
|Matt Toomey|Toomey|Matt|LF|Long Beach State University|Long Beach State|L|R|0|133|0.278|0.36|0.444|0.804|0.165|
|Josh Outlaw|Outlaw|Josh|RF|Illinois State University|Illinois State|L|L|22|150|0.287|0.341|0.38|0.721|0.093|
|Tyler Waugh|Waugh|Tyler|LF|UAB|UAB|L|R|23|117|0.231|0.427|0.316|0.743|0.085|
|Jake Henry Williams|Williams|Jake Henry|LF|Arkansas State University|Arkansas State|R|R|23|146|0.226|0.276|0.479|0.755|0.253|
|Seth Cox|Cox|Seth|TWP|University of Memphis|Memphis|R|R|23|104|0.298|0.426|0.471|0.898|0.173|
|Will Linberg|Linberg|Will|RF|Cal State-Northridge|CSU Northridge|L|L|22|122|0.32|0.425|0.459|0.884|0.139|
|Nick Groves|Groves|Nick|CF|University of Illinois|Illinois|L|R|22|148|0.324|0.493|0.385|0.878|0.061|
|Jacob Dilley|Dilley|Jacob|C|UNC Greensboro|UNC Greensboro|R|R|0|154|0.253|0.356|0.429|0.784|0.175|
|Kollin Ritchie|Ritchie|Kollin|LF|Oklahoma State University|Oklahoma State|L|R|21|143|0.294|0.397|0.664|1.061|0.371|
|Jared Zimbardo|Zimbardo|Jared|CF|University of Notre Dame|Notre Dame|R|R|24|162|0.296|0.4|0.395|0.795|0.099|
|Franklin Gomez Jr.|Gomez Jr.|Franklin|CF|Fairleigh Dickinson University|Fairleigh Dickinson|R|R|21|118|0.271|0.45|0.331|0.781|0.059|
|Ryan Brome|Brome|Ryan|1B|Southeastern Louisiana University|Southeastern Louisiana|L|R|22|155|0.355|0.475|0.684|1.159|0.329|
|Matt Flaherty|Flaherty|Matt|C|University of Evansville|Evansville|R|R|23|151|0.298|0.337|0.47|0.808|0.172|
|AJ Taylor|Taylor|A.J.|SS|University of Illinois-Chicago|Illinois-Chicago|R|R|22|166|0.253|0.321|0.452|0.773|0.199|
|Casey Shipley|Shipley|Casey|C|University of Central Arkansas|Central Arkansas|R|R|0|156|0.25|0.348|0.372|0.72|0.122|
|Casey Kleinman|Kleinman|Casey|SS|Virginia Commonwealth University|VCU|R|R|0|139|0.295|0.422|0.381|0.803|0.086|
|Jack Rickheim|Rickheim|Jack|SS|Harvard University|Harvard|R|R|21|156|0.276|0.372|0.365|0.737|0.09|
|George Cooper|Cooper|George|2B|Harvard University|Harvard|R|R|23|163|0.35|0.405|0.509|0.915|0.16|
|Jalon Mack|Mack|Jalon|2B|Southern University|Southern|S|R|24|142|0.317|0.46|0.514|0.974|0.197|
|Ike Schmidly|Schmidly|Ike|RF|James Madison University|James Madison|R|R|21|104|0.221|0.341|0.385|0.726|0.163|
|Armando Briseno|Briseno|Armando|SS|Long Beach State University|Long Beach State|R|R|21|154|0.279|0.36|0.448|0.808|0.169|
|Maverick Stallings|Stallings|Maverick|2B|Old Dominion University|Old Dominion|R|R|23|136|0.279|0.357|0.529|0.887|0.25|
|Leewood Molessa|Molessa|Leewood|1B|UMBC|UMBC|R|R|22|157|0.28|0.366|0.554|0.92|0.274|
|Jayden Asencio|Asencio|Jayden|C|Coppin State University|Coppin State|L|R|21|126|0.23|0.346|0.294|0.64|0.063|
|Chris Goode|Goode|Chris|CF|Merrimack College|Merrimack|R|R|0|106|0.16|0.343|0.236|0.579|0.075|
|Drew Culbertson|Culbertson|Drew|SS|Oklahoma State University|Oklahoma State|R|R|21|101|0.158|0.295|0.168|0.463|0.01|
|Jamal Ritter|Ritter|Jamal|CF|Norfolk State University|Norfolk State|L|L|24|162|0.309|0.429|0.556|0.985|0.247|
|Jalan Jones|Jones|Jalan|LF|Norfolk State University|Norfolk State|R|R|21|175|0.32|0.396|0.537|0.933|0.217|
|Kydese Queen|Queen|Kydese|3B|Norfolk State University|Norfolk State|R|R|0|154|0.279|0.356|0.377|0.732|0.097|
|Tyler Smith|Smith|Tyler|1B|Saint Peter's University|Saint Peter's|L|R|23|123|0.293|0.418|0.561|0.979|0.268|
|Justin Journette|Journette|Justin|RF|Norfolk State University|Norfolk State|R|R|21|167|0.329|0.429|0.635|1.063|0.305|
|Matt Giberti|Giberti|Matt|CF|Harvard University|Harvard|L|R|22|153|0.288|0.351|0.366|0.717|0.078|
|Charlie Schebler|Schebler|Charlie|2B|University of Akron|Akron|L|R|21|158|0.203|0.292|0.266|0.558|0.063|
|Angel Rivera|Rivera|Angel|C|Alabama A\&M University|Alabama A\&M|R|R|21|125|0.24|0.342|0.384|0.726|0.144|
|Tyler Legendre|Legendre|Tyler|RF|Texas Southern University|Texas Southern|R|R|22|122|0.303|0.412|0.541|0.953|0.238|
|Mike O'Conor|OConor|Mike|3B|Eastern Illinois University|Eastern Illinois|R|R|22|168|0.321|0.384|0.595|0.979|0.274|
|Marc Willi|Willi|Marc|1B|University of Massachusetts|UMass|L|L|22|135|0.244|0.358|0.385|0.744|0.141|
|Joe D'Elia|DElia|Joe|LF|Siena College|Siena|L|L|0|139|0.273|0.336|0.331|0.666|0.058|
|Kristian Amaro|Amaro|Kristian|C|North Carolina A\&T State University|North Carolina A\&T|S|R|23|143|0.21|0.286|0.273|0.558|0.063|
|Victor Mazzara|Mazzara|Victor|3B|University at Albany|Albany|R|R|0|126|0.19|0.362|0.222|0.585|0.032|
|Hederick Torres|Torres|Hederick|C|Jackson State University|Jackson State|R|R|20|131|0.344|0.436|0.405|0.84|0.061|
|Jason Campo|Campo|Jason|1B|North Carolina A\&T State University|North Carolina A\&T|R|R|21|142|0.211|0.302|0.331|0.633|0.12|
|Andrew Smart|Smart|Andrew|1B|Northern Illinois University|Northern Illinois|R|R|0|144|0.243|0.367|0.396|0.763|0.153|
|Joe Cilea|Cilea|Joe|C|Sacred Heart University|Sacred Heart|R|R|0|104|0.212|0.38|0.308|0.687|0.096|
|Gio Colasante|Colasante|Gio|TWP|Harvard University|Harvard|R|R|22|156|0.308|0.377|0.558|0.935|0.25|
|Sam Beck|Beck|Sam|SS|University of Nebraska-Omaha|Omaha|R|R|0|121|0.24|0.347|0.281|0.628|0.041|
|LT Cockrill|Cockrill|LT|C|University of Delaware|Delaware|R|R|21|156|0.314|0.415|0.564|0.979|0.25|
|Jameson Martin|Martin|Jameson|3B|University of Minnesota|Minnesota|R|R|20|122|0.213|0.349|0.402|0.751|0.189|
|Cy Turner|Turner|Cy|RF|University of Memphis|Memphis|L|R|21|99|0.192|0.36|0.333|0.693|0.141|
|Blaine French|French|Blaine|RF|University of Central Arkansas|Central Arkansas|L|L|22|144|0.257|0.402|0.354|0.756|0.097|
|Isaac Castro|Castro|Isaac|RF|Alabama A\&M University|Alabama A\&M|R|R|23|136|0.228|0.3|0.368|0.668|0.14|
|Max Ross|Ross|Max|RF|Santa Clara University|Santa Clara|L|R|22|139|0.223|0.345|0.345|0.691|0.122|
|Luke Devine|Devine|Luke|CF|Santa Clara University|Santa Clara|R|R|20|110|0.255|0.366|0.536|0.903|0.282|
|Colin Husko|Husko|Colin|2B|University of Illinois-Chicago|Illinois-Chicago|L|R|0|129|0.264|0.398|0.395|0.793|0.132|
|Mason Gaines|Gaines|Mason|LF|University of Nebraska-Omaha|Omaha|L|L|0|144|0.229|0.337|0.354|0.691|0.125|
|Jack Witmener|Witmener|Jack|LF|University of West Georgia|West Georgia|R|R|24|137|0.27|0.322|0.292|0.614|0.022|
|Blake Primrose|Primrose|Blake|C|Saint Joseph's University|Saint Joseph's|R|R|19|143|0.329|0.399|0.497|0.895|0.168|
|Riley Luft|Luft|Riley|RF|Appalachian State University|Appalachian State|R|R|0|142|0.282|0.348|0.359|0.707|0.077|
|Jarrett Pokrovsky|Pokrovsky|Jarrett|RF|University of Pennsylvania|Pennsylvania|R|R|22|167|0.335|0.394|0.533|0.927|0.198|
|Ryan Taylor|Taylor|Ryan|CF|University of Pennsylvania|Pennsylvania|R|R|21|147|0.265|0.377|0.442|0.819|0.177|
|Davis Baker|Baker|Davis|SS|University of Pennsylvania|Pennsylvania|R|L|22|173|0.277|0.358|0.526|0.884|0.249|
|Dylan Mayer|Mayer|Dylan|CF|Manhattan College|Manhattan|R|L|0|128|0.195|0.299|0.281|0.581|0.086|
|Garner Anderson|Anderson|Garner|LF|University of Tennessee at Martin|UT Martin|R|R|0|156|0.237|0.333|0.385|0.718|0.147|
|William Parker|Parker|William|P|Army West Point|Army|R|R|0|167|0.299|0.391|0.497|0.888|0.198|
|Nick Fleming|Fleming|Nick|LF|Mount St. Mary's University|Mount St. Mary's|L|R|0|103|0.272|0.453|0.495|0.948|0.223|
|Conner Stewart|Stewart|Conner|C|Long Beach State University|Long Beach State|R|R|23|106|0.217|0.344|0.311|0.655|0.094|
|Mason Cisco|Cisco|Mason|1B|Canisius College|Canisius|L|R|0|153|0.235|0.352|0.412|0.763|0.176|
|Luke Holland|Holland|Luke|LF|UNC Greensboro|UNC Greensboro|R|R|22|143|0.224|0.341|0.378|0.719|0.154|
|Jordan Kelly|Kelly|Jordan|RF|Princeton University|Princeton|L|R|0|122|0.148|0.245|0.189|0.433|0.041|
|Miles Jackson|Jackson|Miles|LF|Alabama A\&M University|Alabama A\&M|R|R|22|146|0.356|0.445|0.473|0.918|0.116|
|Matt Travisano|Travisano|Matt|SS|University of Massachusetts|UMass|R|R|23|134|0.291|0.434|0.321|0.754|0.03|
|Jackson Hugus|Hugus|Jackson|C|Presbyterian College|Presbyterian|R|R|0|96|0.271|0.455|0.375|0.83|0.104|
|Carter Newman|Newman|Carter|SS|Longwood University|Longwood|R|R|21|141|0.27|0.364|0.397|0.761|0.128|
|Kameron Byrd|Byrd|Kameron|RF|Southern University|Southern|R|R|21|154|0.292|0.399|0.494|0.892|0.201|
|Reyfield Adams III|Adams III|Reyfield|CF|Alcorn State University|Alcorn State|L|L|21|141|0.305|0.429|0.397|0.826|0.092|
|Jayden Lopez|Lopez|Jayden|LF|UC Riverside|UC Riverside|L|R|22|120|0.217|0.347|0.333|0.681|0.117|
|Chenar Brown|Brown|Chenar|1B|Grambling State University|Grambling State|R|R|24|144|0.34|0.442|0.59|1.032|0.25|
|Andrew Eppinger|Eppinger|Andrew|LF|New Jersey Institute of Technology|NJIT|R|R|24|147|0.361|0.406|0.503|0.91|0.143|
|Gavin Collins|Collins|Gavin|LF|University of Pennsylvania|Pennsylvania|R|L|21|155|0.335|0.439|0.484|0.923|0.148|
|Peyton Woods|Woods|Peyton|1B|Southeastern Louisiana University|Southeastern Louisiana|L|R|21|114|0.333|0.379|0.474|0.853|0.14|
|Max Hartman|Hartman|Max|LF|Washington State University|Washington State|L|R|22|168|0.363|0.438|0.518|0.955|0.155|
|Fisher Ingersoll|Ingersoll|Fisher|SS|Nicholls State University|Nicholls State|L|R|22|131|0.214|0.312|0.351|0.663|0.137|
|Owen Silliman|Silliman|Owen|CF|Canisius College|Canisius|R|R|0|145|0.214|0.366|0.297|0.663|0.083|
|Dwight Allen II|Allen II|Dwight|RF|UNLV|UNLV|R|R|24|111|0.252|0.32|0.405|0.725|0.153|
|Aubrey Kearns|Kearns|Aubrey|2B|Morehead State University|Morehead State|L|R|0|154|0.24|0.318|0.416|0.734|0.175|
|Adrian Jimenez|Jimenez|Adrian|SS|Virginia Commonwealth University|VCU|R|R|0|158|0.304|0.38|0.386|0.766|0.082|
|Nate Kirkpatrick|Kirkpatrick|Nate|3B|Virginia Commonwealth University|VCU|R|R|22|139|0.223|0.292|0.331|0.623|0.108|
|Brett Barber|Barber|Brett|2B|University of Northern Colorado|Northern Colorado|R|R|0|147|0.306|0.381|0.381|0.762|0.075|
|Hunter Sute|Sute|Hunter|C|Manhattan College|Manhattan|L|R|23|127|0.268|0.399|0.402|0.8|0.134|
|Antonelli Savattere|Savattere|Antonelli|2B|Texas Tech University|Texas Tech|L|R|22|139|0.295|0.364|0.396|0.76|0.101|
|Andrew Tinsley|Tinsley|Andrew|LF|North Carolina A\&T State University|North Carolina A\&T|R|R|23|144|0.271|0.329|0.389|0.718|0.118|
|Danny Cook|Cook|Danny|2B|Pepperdine University|Pepperdine|R|R|20|132|0.273|0.317|0.348|0.666|0.076|
|Trey Rutledge|Rutledge|Trey|CF|Alabama A\&M University|Alabama A\&M|R|R|25|126|0.397|0.573|0.524|1.097|0.127|
|John Freitag|Freitag|John|RF|Villanova University|Villanova|L|R|0|108|0.269|0.433|0.38|0.812|0.111|
|Elijah Rodriguez|Rodriguez|Elijah|C|Texas Southern University|Texas Southern|R|R|21|112|0.232|0.419|0.259|0.678|0.027|
|Ethan Farina|Farina|Ethan|2B|Le Moyne College|Le Moyne|R|R|0|139|0.281|0.396|0.439|0.835|0.158|
|Carter Jenkins|Jenkins|Carter|3B|Nicholls State University|Nicholls State|R|R|0|132|0.326|0.383|0.402|0.784|0.076|
|Tommy Koch|Koch|Tommy|C|University of Tennessee at Martin|UT Martin|R|R|21|120|0.192|0.331|0.242|0.573|0.05|
|Tanner Aoki|Aoki|Tanner|3B|Mississippi Valley State University|Mississippi Valley State|S|R|0|133|0.338|0.471|0.391|0.862|0.053|
|Kade Wood|Wood|Kade|SS|Mississippi Valley State University|Mississippi Valley State|R|R|0|160|0.331|0.386|0.525|0.911|0.194|
|Eric Williams|Williams|Eric|2B|Mississippi Valley State University|Mississippi Valley State|R|R|0|122|0.344|0.43|0.484|0.913|0.139|
|Nick Shenefelt|Shenefelt|Nick|1B|Princeton University|Princeton|L|R|0|136|0.206|0.308|0.257|0.566|0.051|
|Blaize Johnson|Johnson|Blaize|LF|UNC Asheville|UNC Asheville|L|R|20|137|0.328|0.396|0.555|0.951|0.226|
|Nick Spaventa|Spaventa|Nick|1B|University of Pennsylvania|Pennsylvania|R|R|21|157|0.293|0.386|0.446|0.832|0.153|
|Owen Michelson|Michelson|Owen|LF|UNC Asheville|UNC Asheville|R|R|0|101|0.277|0.383|0.356|0.74|0.079|
|Simon Larranaga|Larranaga|Simon|RF|McNeese State University|McNeese State|R|R|0|134|0.231|0.327|0.47|0.797|0.239|
|Michael Trommer|Trommer|Michael|3B|Bucknell University|Bucknell|L|R|21|149|0.255|0.376|0.403|0.779|0.148|
|Anthony Potestio|Potestio|Anthony|SS|UC San Diego|UC San Diego|L|R|21|164|0.323|0.45|0.476|0.926|0.152|
|Max Imhoff|Imhoff|Max|C|Yale University|Yale|R|R|23|125|0.32|0.447|0.432|0.879|0.112|
|Adam Benes|Benes|Adam|1B|South Dakota State University|South Dakota State|R|R|23|120|0.242|0.324|0.425|0.749|0.183|
|Luke Luskey|Luskey|Luke|1B|South Dakota State University|South Dakota State|R|R|0|149|0.336|0.401|0.691|1.092|0.356|
|Morgan Little|Little|Morgan|1B|St. Bonaventure University|St. Bonaventure|L|R|24|123|0.22|0.322|0.276|0.598|0.057|
|Josh Fitzgerald|Fitzgerald|Josh|RF|University of Minnesota|Minnesota|R|R|25|138|0.275|0.407|0.5|0.907|0.225|
|Adam Agresti|Agresti|Adam|C|St. John's University (NY)|St. John's|R|R|21|143|0.21|0.348|0.462|0.81|0.252|
|Jaylon Lucky|Lucky|Jaylon|LF|Southern University|Southern|R|R|21|114|0.289|0.475|0.447|0.923|0.158|
|Jason Brown|Brown|Jason|LF|University of Maryland Eastern Shore|Maryland Eastern Shore|R|R|23|125|0.264|0.372|0.344|0.716|0.08|
|Tommy Googins|Googins|Tommy|SS|Princeton University|Princeton|R|R|0|143|0.196|0.235|0.252|0.487|0.056|
|Davis Johnson|Johnson|Davis|C|University of Notre Dame|Notre Dame|L|R|21|129|0.279|0.429|0.488|0.917|0.209|
|Matthew Pena|Pena|Matthew|1B|Cal State-Northridge|CSU Northridge|L|L|21|127|0.244|0.336|0.457|0.792|0.213|
|Antonio Ducatelli|Ducatelli|Antonio|LF|Central Connecticut State University|Central Connecticut State|L|L|0|141|0.348|0.451|0.546|0.997|0.199|
|Jack Quinlan|Quinlan|Jack|C|Army West Point|Army|R|R|21|135|0.319|0.449|0.533|0.982|0.215|
|Derek Smith|Smith|Derek|C|University of Utah|Utah|R|R|22|129|0.202|0.32|0.364|0.685|0.163|
|Jake Ferguson|Ferguson|Jake|SS|Eastern Illinois University|Eastern Illinois|R|R|0|128|0.289|0.436|0.383|0.818|0.094|
|Hunter Ray|Ray|Hunter|RF|Fairleigh Dickinson University|Fairleigh Dickinson|L|R|20|113|0.292|0.441|0.566|1.007|0.274|
|Beny Bikar|Bikar|Beny|SS|Southern University|Southern|S|R|19|137|0.292|0.402|0.343|0.746|0.051|
|JoJo Montgomery|Montgomery|JoJo|LF|Villanova University|Villanova|R|R|0|136|0.257|0.331|0.301|0.633|0.044|
|Danny Orr|Orr|Danny|1B|UMBC|UMBC|R|R|20|150|0.307|0.367|0.513|0.88|0.207|
|Tate Vogler|Vogler|Tate|3B|Columbia University|Columbia|L|R|0|117|0.291|0.378|0.47|0.848|0.179|
|John McKillop|McKillop|John|1B|Army West Point|Army|L|R|0|118|0.271|0.343|0.339|0.682|0.068|
|Adam Sullivan|Sullivan|Adam|1B|Le Moyne College|Le Moyne|L|R|22|144|0.292|0.383|0.382|0.765|0.09|
|Jacob Ference|Ference|Jacob|C|University of Virginia|Virginia|R|R|24|126|0.333|0.465|0.595|1.06|0.262|
|DJ Dillehay|Dillehay|DJ|SS|Brown University|Brown|R|R|22|151|0.272|0.335|0.437|0.772|0.166|
|Mika Petersen|Petersen|Mika|CF|Brown University|Brown|L|L|22|152|0.355|0.401|0.467|0.868|0.112|
|Nathan Brasher|Brasher|Nathan|RF|Brown University|Brown|R|R|23|155|0.206|0.301|0.258|0.559|0.052|
|Rees Kozar|Kozar|Rees|C|Niagara University|Niagara|R|R|21|143|0.273|0.371|0.448|0.819|0.175|
|Josh Niles|Niles|Josh|3B|Canisius College|Canisius|R|R|23|117|0.282|0.414|0.487|0.901|0.205|
|Hayden Sobecki|Sobecki|Hayden|1B|Yale University|Yale|R|R|0|127|0.268|0.373|0.346|0.72|0.079|
|Alec Atkinson|Atkinson|Alec|1B|Yale University|Yale|R|R|24|141|0.319|0.405|0.475|0.88|0.156|
|Jaryn Sample|Sample|Jaryn|3B|Delaware State University|Delaware State|R|R|0|140|0.279|0.383|0.329|0.712|0.05|
|Hunter Snyder|Snyder|Hunter|3B|Columbia University|Columbia|L|R|0|121|0.306|0.412|0.43|0.842|0.124|
|Chase Jans|Jans|Chase|LF|Nicholls State University|Nicholls State|R|R|23|152|0.316|0.371|0.414|0.786|0.099|
|Kylan Duncan|Duncan|Kylan|2B|Alabama A\&M University|Alabama A\&M|R|R|22|152|0.355|0.424|0.421|0.845|0.066|
|Tyler Palmer|Palmer|Tyler|CF|University of Nebraska-Omaha|Omaha|R|R|24|127|0.299|0.403|0.378|0.781|0.079|
|Thomas Ferroggiaro|Ferroggiaro|Thomas|3B|Santa Clara University|Santa Clara|S|R|21|153|0.275|0.36|0.366|0.726|0.092|
|Alec Rodriguez|Rodriguez|Alec|LF|Delaware State University|Delaware State|L|R|0|137|0.27|0.366|0.438|0.804|0.168|
|Tyler DeClusin|DeClusin|Tyler|RF|Saint Peter's University|Saint Peter's|R|R|0|135|0.311|0.361|0.356|0.716|0.044|
|Elijha Hammill|Hammill|Elijha|CF|Niagara University|Niagara|S|R|22|141|0.241|0.39|0.355|0.744|0.113|
|Harry Painter|Painter|Harry|TWP|Merrimack College|Merrimack|R|R|0|125|0.32|0.38|0.648|1.028|0.328|
|Pranav Sundar|Sundar|Pranav|3B|Coppin State University|Coppin State|R|R|22|125|0.232|0.314|0.352|0.666|0.12|
|Quinn Murphy|Murphy|Quinn|LF|University of Maine|Maine|L|L|0|109|0.229|0.336|0.284|0.62|0.055|
|Jake Minarik|Minarik|Jake|RF|UNC Asheville|UNC Asheville|R|R|0|123|0.317|0.37|0.593|0.964|0.276|
|Hassan Turner|Turner|Hassan|RF|Delaware State University|Delaware State|R|R|0|159|0.302|0.351|0.327|0.678|0.025|
|Dante Turgeon|Turgeon|Dante|LF|Stephen F. Austin State University|Stephen F. Austin State|R|R|21|103|0.243|0.361|0.447|0.807|0.204|
|Austin Lemon|Lemon|Austin|LF|Villanova University|Villanova|S|R|21|141|0.362|0.474|0.397|0.871|0.035|
|Jackson Smith|Smith|Jackson|SS|Bradley University|Bradley|L|R|0|149|0.295|0.403|0.423|0.826|0.128|
|Kendall Brookins|Brookins|Kendall|CF|Mississippi Valley State University|Mississippi Valley State|L|L|0|128|0.273|0.371|0.414|0.785|0.141|
|Grant Werdesheim|Werdesheim|Grant|CF|Princeton University|Princeton|R|R|0|121|0.174|0.265|0.198|0.463|0.025|
|AJ Anderson|Anderson|AJ|SS|Alabama A\&M University|Alabama A\&M|R|R|21|135|0.274|0.367|0.348|0.715|0.074|
|Anthony Mascuilli|Mascuilli|Anthony|3B|UMBC|UMBC|R|R|0|132|0.303|0.46|0.402|0.862|0.098|
|Grant Mangrum|Mangrum|Grant|C|McNeese State University|McNeese State|R|R|23|96|0.292|0.4|0.406|0.806|0.115|
|Tyler Dunn|Dunn|Tyler|1B|Bucknell University|Bucknell|L|L|23|126|0.325|0.503|0.492|0.995|0.167|
|Jack Cannon|Cannon|Jack|LF|Le Moyne College|Le Moyne|R|L|20|140|0.271|0.369|0.479|0.848|0.207|
|Harrison Kaufman|Kaufman|Harrison|3B|St. Bonaventure University|St. Bonaventure|R|R|0|124|0.29|0.425|0.565|0.99|0.274|
|Brady Daniels|Daniels|Brady|CF|Delaware State University|Delaware State|S|R|0|129|0.256|0.351|0.364|0.716|0.109|
|Benny Hernandez|Hernandez|Benny|1B|Mississippi Valley State University|Mississippi Valley State|R|R|26|131|0.298|0.37|0.557|0.927|0.26|
|Brock Lummus|Lummus|Brock|C|Western Illinois University|Western Illinois|R|R|0|137|0.307|0.353|0.511|0.864|0.204|
|Logan Mock|Mock|Logan|C|Nicholls State University|Nicholls State|R|R|22|129|0.217|0.306|0.248|0.554|0.031|
|Lee Ellis|Ellis|Lee|SS|The Ohio State University|Ohio State|R|R|21|142|0.296|0.408|0.514|0.922|0.218|
|Matt Falk|Falk|Matt|C|Central Connecticut State University|Central Connecticut State|R|R|0|122|0.262|0.397|0.369|0.766|0.107|
|Justin Batts|Batts|Justin|1B|Delaware State University|Delaware State|R|R|0|130|0.254|0.327|0.392|0.719|0.138|
|Kevin Duran|Duran|Kevin|2B|Stephen F. Austin State University|Stephen F. Austin State|R|R|22|136|0.301|0.406|0.419|0.825|0.118|
|Cooper Schneider|Schneider|Cooper|RF|Stephen F. Austin State University|Stephen F. Austin State|R|R|22|131|0.26|0.369|0.359|0.728|0.099|
|Cameron Calvillo|Calvillo|Cameron|3B|Cal State-Northridge|CSU Northridge|R|R|22|112|0.304|0.366|0.411|0.777|0.107|
|Jonathan Gonzalez Perez|Gonzalez Perez|Jonathan|C|University of Maryland Eastern Shore|Maryland Eastern Shore|R|R|0|144|0.326|0.359|0.403|0.762|0.076|
|Drew Borner|Borner|Drew|2B|University of Nebraska-Omaha|Omaha|R|R|0|121|0.306|0.393|0.43|0.823|0.124|
|Mac Floyd|Floyd|Mac|TWP|Mississippi Valley State University|Mississippi Valley State|R|R|0|107|0.252|0.357|0.355|0.712|0.103|
|Jace Jones|Jones|Jace|C|Mississippi Valley State University|Mississippi Valley State|R|R|23|118|0.246|0.383|0.432|0.815|0.186|
|Gunner Lakins|Lakins|Gunner|RF|Mississippi Valley State University|Mississippi Valley State|R|R|0|127|0.26|0.364|0.504|0.868|0.244|
|Luke Nascimento|Nascimento|Luke|C|Bucknell University|Bucknell|R|R|0|106|0.179|0.341|0.255|0.595|0.075|
|Thomas Zwirecki|Zwirecki|Thomas|C|Canisius College|Canisius|R|R|0|122|0.32|0.451|0.59|1.041|0.27|
|Mike Whelehan|Whelehan|Mike|2B|Le Moyne College|Le Moyne|R|R|0|111|0.225|0.336|0.279|0.615|0.054|
|AJ Cappell|Cappell|AJ|2B|Nicholls State University|Nicholls State|R|R|0|115|0.217|0.286|0.226|0.512|0.009|
|Dalton Mullins|Mullins|Dalton|LF|Stephen F. Austin State University|Stephen F. Austin State|L|L|23|119|0.252|0.341|0.361|0.702|0.109|
|Connor Chavez|Chavez|Connor|2B|University of Pennsylvania|Pennsylvania|R|R|0|135|0.23|0.367|0.311|0.679|0.081|
|Eric Weeks|Weeks|Eric|2B|Canisius College|Canisius|R|R|0|111|0.234|0.317|0.414|0.732|0.18|
|Taer Rodriguez|Rodriguez|Taer|3B|Dartmouth College|Dartmouth|R|R|22|129|0.333|0.45|0.388|0.838|0.054|
|William Lybrook|Lybrook|William|1B|Harvard University|Harvard|R|R|24|110|0.245|0.351|0.291|0.642|0.045|
|Terrence Rhodes|Rhodes|Terrence|2B|Norfolk State University|Norfolk State|L|R|21|123|0.244|0.326|0.358|0.684|0.114|
|Tyler Shulman|Shulman|Tyler|3B|Harvard University|Harvard|L|R|21|117|0.291|0.377|0.41|0.787|0.12|
|Brandon Boyd|Boyd|Brandon|TWP|Delaware State University|Delaware State|R|R|0|95|0.232|0.339|0.347|0.687|0.116|
|Ronan Glassford|Glassford|Ronan|LF|Canisius College|Canisius|L|L|0|119|0.193|0.304|0.235|0.54|0.042|
|Christian Butera|Butera|Christian|3B|Brown University|Brown|R|R|0|119|0.303|0.391|0.504|0.896|0.202|
|Andrew Marcello|Marcello|Andrew|CF|Canisius College|Canisius|R|R|21|105|0.21|0.331|0.4|0.731|0.19|
|Nicholas Pratt|Pratt|Nicholas|C|UMBC|UMBC|R|R|0|93|0.247|0.33|0.376|0.707|0.129|
|Ethan Brown|Brown|Ethan|1B|Dartmouth College|Dartmouth|R|R|20|135|0.274|0.355|0.437|0.792|0.163|
|Brendan Burke|Burke|Brendan|C|Norfolk State University|Norfolk State|L|R|0|100|0.22|0.371|0.4|0.771|0.18|
|Jabril Bullock|Bullock|Jabril|2B|Delaware State University|Delaware State|R|R|0|126|0.222|0.34|0.349|0.689|0.127|
|Axel Riess|Riess|Axel|CF|Dartmouth College|Dartmouth|R|R|0|101|0.198|0.331|0.267|0.598|0.069|
|John Quinlan|Quinlan|John|LF|Cornell University|Cornell|S|R|22|122|0.246|0.39|0.434|0.824|0.189|
|Mark Quatrani|Quatrani|Mark|C|Cornell University|Cornell|R|R|21|132|0.318|0.436|0.53|0.966|0.212|
|Kevin Hager|Hager|Kevin|SS|Cornell University|Cornell|R|R|21|123|0.276|0.41|0.382|0.792|0.106|
|Jakobi Davis|Davis|Jakobi|CF|Cornell University|Cornell|L|L|23|114|0.246|0.392|0.412|0.804|0.167|
